callsign,frequency,band,names,nlu_names,location.city,location.country,location.full_state_name,location.state,free_search,geolocation.coordinates,geolocation.type,popularity
K273AJ,102.5,FM,KAWZ,[],Elwood,US,Oregon,OR,"[""KAWZ"",""102.5"",""K273AJ"",""Elwood"",""FM""]","[-122.29100036621094,45.131099700927734]",Point,1.9
K209EV,89.7,FM,KEFX,[],Hadar,US,Nebraska,NE,"[""KEFX"",""89.7"",""K209EV"",""Hadar"",""FM""]","[-97.36859893798828,42.03219985961914]",Point,1.1
K275BW,102.9,FM,KAWZ,[],Sequim,US,Washington,WA,"[""KAWZ"",""102.9"",""K275BW"",""Sequim"",""FM""]","[-123.16200256347656,48.13560104370117]",Point,1.9
K208DW,89.5,FM,WJFM,[],DeRidder,US,Louisiana,LA,"[""WJFM"",""89.5"",""K208DW"",""DeRidder"",""FM""]","[-93.29029846191406,30.8789005279541]",Point,1.7
K257DT,99.3,FM,KVIP-FM,"[""KVIP-FM""]",Sunriver,US,Oregon,OR,"[""KVIP-FM"",""99.3"",""K257DT"",""Sunriver"",""FM""]","[-121.35099792480469,43.82889938354492]",Point,4.5
K208FN,89.5,FM,KVIP-FM,"[""KVIP-FM""]",Burns,US,Oregon,OR,"[""KVIP-FM"",""89.5"",""K208FN"",""Burns"",""FM""]","[-119.15899658203125,43.56330108642578]",Point,4.5
W210BS,89.9,FM,WCPE,[],New Bern,US,North Carolina,NC,"[""WCPE"",""89.9"",""W210BS"",""New Bern"",""FM""]","[-77.04409790039062,35.10850143432617]",Point,3.1
K216FL,91.1,FM,WPCS,[],Huntsville,US,Texas,TX,"[""WPCS"",""91.1"",""K216FL"",""Huntsville"",""FM""]","[-95.47560119628906,30.70359992980957]",Point,4.6
K208FO,89.5,FM,WVCX,[],Prairie du Chien,US,Wisconsin,WI,"[""WVCX"",""89.5"",""K208FO"",""Prairie du Chien"",""FM""]","[-91.17500305175781,43.02669906616211]",Point,4.8
K205EB,88.9,FM,KAWZ,[],Lanai City,US,Hawaii,HI,"[""KAWZ"",""88.9"",""K205EB"",""Lanai City"",""FM""]","[-156.86700439453125,20.806400299072266]",Point,1.9
KLBV,89.3,FM,K-LOVE Radio,"[""K-LOVE Radio""]",Steamboat Springs,US,Colorado,CO,"[""K-LOVE Radio"",""89.3"",""KLBV"",""Steamboat Springs"",""FM""]","[-106.83200073242188,40.48500061035156]",Point,2.9
K228AG,93.5,FM,KDNK,[],Leadville,US,Colorado,CO,"[""KDNK"",""93.5"",""K228AG"",""Leadville"",""FM""]","[-106.29299926757812,39.25080108642578]",Point,2.1
WABD,97.5,FM,97.5 WABD,[],Mobile,US,Alabama,AL,"[""97.5 WABD"",""97.5"",""WABD"",""Mobile"",""FM""]","[-88.04309844970703,30.694400787353516]",Point,1.9
KMNY,1360,AM,La Voz,"[""La Voz""]",Hurst,US,Texas,TX,"[""La Voz"",""1360"",""KMNY"",""Hurst"",""AM""]","[-97.17060089111328,32.82350158691406]",Point,1.5
K201HM,88.1,FM,KCSP-FM,"[""KCSP-FM""]",Laramie,US,Wyoming,WY,"[""KCSP-FM"",""88.1"",""K201HM"",""Laramie"",""FM""]","[-105.46199798583984,41.27220153808594]",Point,2.1
K218EX,91.5,FM,KHRI,[],Klamath Falls,US,Oregon,OR,"[""KHRI"",""91.5"",""K218EX"",""Klamath Falls"",""FM""]","[-121.78199768066406,42.22489929199219]",Point,1.7
K237CB,95.3,FM,KKCH,[],Eagle,US,Colorado,CO,"[""KKCH"",""95.3"",""K237CB"",""Eagle"",""FM""]","[-106.86000061035156,39.64419937133789]",Point,0.2
K236CO,95.1,FM,KYMN,[],Northfield,US,Minnesota,MN,"[""KYMN"",""95.1"",""K236CO"",""Northfield"",""FM""]","[-93.10530090332031,44.486698150634766]",Point,2
K218FG,91.5,FM,KCJX,[],Basalt,US,Colorado,CO,"[""KCJX"",""91.5"",""K218FG"",""Basalt"",""FM""]","[-107.09200286865234,39.35279846191406]",Point,2.7
DW260CD,99.9,FM,WERU-FM,"[""WERU-FM""]",Bangor,US,Maine,ME,"[""WERU-FM"",""99.9"",""DW260CD"",""Bangor"",""FM""]","[-68.7739028930664,44.79859924316406]",Point,2
K201DX,88.1,FM,KHRI,[],Walla Walla,US,Washington,WA,"[""KHRI"",""88.1"",""K201DX"",""Walla Walla"",""FM""]","[-118.18000030517578,45.993900299072266]",Point,1.7
W272AY,102.3,FM,WIMI,[],Park Falls,US,Wisconsin,WI,"[""WIMI"",""102.3"",""W272AY"",""Park Falls"",""FM""]","[-90.42109680175781,45.881099700927734]",Point,1.6
K206EJ,89.1,FM,KEFX,[],Kailua Kona,US,Hawaii,HI,"[""KEFX"",""89.1"",""K206EJ"",""Kailua Kona"",""FM""]","[-155.92100524902344,19.720800399780273]",Point,1.1
K256AR,99.1,FM,KWMW,[],Ruidoso,US,New Mexico,NM,"[""KWMW"",""99.1"",""K256AR"",""Ruidoso"",""FM""]","[-105.78199768066406,33.403900146484375]",Point,0.5
K215CR,90.9,FM,KLOV,[],The Dalles,US,Oregon,OR,"[""KLOV"",""90.9"",""K215CR"",""The Dalles"",""FM""]","[-121.17900085449219,45.594600677490234]",Point,2.9
K201IL,88.1,FM,KUNC,[],Breckenridge,US,Colorado,CO,"[""KUNC"",""88.1"",""K201IL"",""Breckenridge"",""FM""]","[-106.03800201416016,39.4817008972168]",Point,3.5
K207CQ,89.3,FM,KLYT,[],Gallup,US,New Mexico,NM,"[""KLYT"",""89.3"",""K207CQ"",""Gallup"",""FM""]","[-108.74299621582031,35.54059982299805]",Point,1.2
K225BR,92.9,FM,WRR,[],Fort Worth,US,Texas,TX,"[""WRR"",""92.9"",""K225BR"",""Fort Worth"",""FM""]","[-97.33419799804688,32.750301361083984]",Point,4.3
K208EK,89.5,FM,KAWZ,[],Thayer,US,Kansas,KS,"[""KAWZ"",""89.5"",""K208EK"",""Thayer"",""FM""]","[-95.23500061035156,37.38529968261719]",Point,1.9
K220IK,91.9,FM,KAWZ,[],Limon,US,Colorado,CO,"[""KAWZ"",""91.9"",""K220IK"",""Limon"",""FM""]","[-103.69499969482422,39.3760986328125]",Point,1.9
K208FD,89.5,FM,KEFX,[],Elk City,US,Oklahoma,OK,"[""KEFX"",""89.5"",""K208FD"",""Elk City"",""FM""]","[-99.46029663085938,35.45029830932617]",Point,1.1
KKUP1,91.5,FM,KKUP,[],Los Gatos,US,California,CA,"[""KKUP"",""91.5"",""KKUP1"",""Los Gatos"",""FM""]","[-121.9489974975586,37.2047004699707]",Point,4.7
WLKJ1,105.7,FM,K-LOVE Radio,"[""K-LOVE Radio""]",Johnstown,US,Pennsylvania,PA,"[""K-LOVE Radio"",""105.7"",""WLKJ1"",""Johnstown"",""FM""]","[-78.91690063476562,40.32440185546875]",Point,2.9
K217EC,91.3,FM,WJFM,[],Many,US,Louisiana,LA,"[""WJFM"",""91.3"",""K217EC"",""Many"",""FM""]","[-93.48410034179688,31.56879997253418]",Point,1.7
KDUT2,102.3,FM,KDUT,[],Salt Lake City,US,Utah,UT,"[""KDUT"",""102.3"",""KDUT2"",""Salt Lake City"",""FM""]","[-111.88999938964844,40.808101654052734]",Point,1.8
W210BR,89.9,FM,WXRI,[],Kingsport,US,Tennessee,TN,"[""WXRI"",""89.9"",""W210BR"",""Kingsport"",""FM""]","[-82.5875015258789,36.52690124511719]",Point,2.6
W243CQ,96.5,FM,Public Radio 90,"[""Public Radio""]",Escanaba,US,Michigan,MI,"[""Public Radio 90"",""96.5"",""W243CQ"",""Escanaba"",""FM""]","[-87.0645980834961,45.745201110839844]",Point,4.3
KSOS,90.5,FM,SOS Radio Network,"[""SOS Radio Network""]",Las Vegas,US,Nevada,NV,"[""SOS Radio Network"",""90.5"",""KSOS"",""Las Vegas"",""FM""]","[-115.00599670410156,36.00809860229492]",Point,4.6
K210BQ,89.9,FM,KHYM,[],Woodward,US,Oklahoma,OK,"[""KHYM"",""89.9"",""K210BQ"",""Woodward"",""FM""]","[-99.47889709472656,36.402198791503906]",Point,1.2
K252BI,98.3,FM,KRED,[],Fortuna,US,California,CA,"[""KRED"",""98.3"",""K252BI"",""Fortuna"",""FM""]","[-124.13700103759766,40.44609832763672]",Point,1.7
K261BX,100.1,FM,KPLD,[],Page,US,Arizona,AZ,"[""KPLD"",""100.1"",""K261BX"",""Page"",""FM""]","[-111.43599700927734,36.85169982910156]",Point,2
K209EY,89.7,FM,KAJX,[],Woody Creek Area,US,Colorado,CO,"[""KAJX"",""89.7"",""K209EY"",""Woody Creek Area"",""FM""]","[-106.947998046875,39.310298919677734]",Point,2.7
W274AL,102.7,FM,WBFJ,[],High Point,US,North Carolina,NC,"[""WBFJ"",""102.7"",""W274AL"",""High Point"",""FM""]","[-79.9531021118164,35.75469970703125]",Point,1.5
W295AU,106.9,FM,WVTQ,[],Manchester,US,Vermont,VT,"[""WVTQ"",""106.9"",""W295AU"",""Manchester"",""FM""]","[-73.07230377197266,43.163700103759766]",Point,4.6
K228EM,93.5,FM,KCME,[],Colorado Springs,US,Colorado,CO,"[""KCME"",""93.5"",""K228EM"",""Colorado Springs"",""FM""]","[-104.88200378417969,38.810298919677734]",Point,0.5
KJMO,97.5,FM,97.5 KJMO,[],Jefferson City,US,Missouri,MO,"[""97.5 KJMO"",""97.5"",""KJMO"",""Jefferson City"",""FM""]","[-92.17350006103516,38.576698303222656]",Point,1.1
K216EB,91.1,FM,KLOV,[],Hood River,US,Oregon,OR,"[""KLOV"",""91.1"",""K216EB"",""Hood River"",""FM""]","[-121.52100372314453,45.70539855957031]",Point,2.9
W209CJ,89.7,FM,WMNR,[],Mount Kisco,US,New York,NY,"[""WMNR"",""89.7"",""W209CJ"",""Mount Kisco"",""FM""]","[-73.71279907226562,41.23889923095703]",Point,2.9
W205BT,88.9,FM,KHRI,[],New Albany,US,Indiana,IN,"[""KHRI"",""88.9"",""W205BT"",""New Albany"",""FM""]","[-85.83999633789062,38.365299224853516]",Point,1.7
K204EU,88.7,FM,KEFX,[],Elko,US,Nevada,NV,"[""KEFX"",""88.7"",""K204EU"",""Elko"",""FM""]","[-115.8489990234375,40.92219924926758]",Point,1.1
K204GJ,88.7,FM,KFLQ,[],Las Vegas,US,New Mexico,NM,"[""KFLQ"",""88.7"",""K204GJ"",""Las Vegas"",""FM""]","[-105.2030029296875,35.59920120239258]",Point,3.4
W211BG,90.1,FM,KHRI,[],Walden,US,Tennessee,TN,"[""KHRI"",""90.1"",""W211BG"",""Walden"",""FM""]","[-85.2699966430664,35.21110153198242]",Point,1.7
K201HB,88.1,FM,KAWZ,[],Aberdeen,US,South Dakota,SD,"[""KAWZ"",""88.1"",""K201HB"",""Aberdeen"",""FM""]","[-98.54720306396484,45.4557991027832]",Point,1.9
W214BQ,90.7,FM,KAWZ,[],Brentwood,US,Tennessee,TN,"[""KAWZ"",""90.7"",""W214BQ"",""Brentwood"",""FM""]","[-86.83309936523438,36.04970169067383]",Point,1.9
DK206CK,89.1,FM,KVIP-FM,"[""KVIP-FM""]",Gerlach,US,Nevada,NV,"[""KVIP-FM"",""89.1"",""DK206CK"",""Gerlach"",""FM""]","[-119.3550033569336,40.6515998840332]",Point,4.5
K211DW,90.1,FM,Family Life Radio,"[""Family Life Radio""]",Tucumcari,US,New Mexico,NM,"[""Family Life Radio"",""90.1"",""K211DW"",""Tucumcari"",""FM""]","[-103.6989974975586,35.1338996887207]",Point,3.4
K299BE,107.7,FM,KRQZ,[],San Luis Obispo,US,California,CA,"[""KRQZ"",""107.7"",""K299BE"",""San Luis Obispo"",""FM""]","[-120.65599822998047,35.36029815673828]",Point,2
K212GI,90.3,FM,KLOV,[],Hastings,US,Nebraska,NE,"[""KLOV"",""90.3"",""K212GI"",""Hastings"",""FM""]","[-98.38839721679688,40.58610153198242]",Point,2.9
K243BM,96.5,FM,KQBL-HD3,"[""KQBL-HD3""]",Boise,US,Idaho,ID,"[""KQBL-HD3"",""96.5"",""K243BM"",""Boise"",""FM""]","[-116.0979995727539,43.755001068115234]",Point,0.5
W214BL,90.7,FM,KLOV,[],Oxford,US,Mississippi,MS,"[""KLOV"",""90.7"",""W214BL"",""Oxford"",""FM""]","[-89.51920318603516,34.36650085449219]",Point,2.9
W205BW,88.9,FM,WSLL,[],Paul Smiths,US,New York,NY,"[""WSLL"",""88.9"",""W205BW"",""Paul Smiths"",""FM""]","[-74.26029968261719,44.4364013671875]",Point,4.7
WACA,1540,AM,America 900,"[""America""]",Wheaton,US,Maryland,MD,"[""America 900"",""1540"",""WACA"",""Wheaton"",""AM""]","[-77.02940368652344,39.01390075683594]",Point,1.9
W278AI,103.5,FM,WBYO,[],Center Valley,US,Pennsylvania,PA,"[""WBYO"",""103.5"",""W278AI"",""Center Valley"",""FM""]","[-75.44029998779297,40.56439971923828]",Point,4.4
K212DX,89.9,FM,KNYD,[],Ponca City,US,Oklahoma,OK,"[""KNYD"",""89.9"",""K212DX"",""Ponca City"",""FM""]","[-97.16000366210938,36.759700775146484]",Point,4.6
K230AG,93.9,FM,KVOD,[],Redstone,US,Colorado,CO,"[""KVOD"",""93.9"",""K230AG"",""Redstone"",""FM""]","[-107.23999786376953,39.18080139160156]",Point,3.9
K215BY,90.9,FM,KUSU-FM,"[""KUSU-FM""]",Emery County,US,Utah,UT,"[""KUSU-FM"",""90.9"",""K215BY"",""Emery County"",""FM""]","[-110.60700225830078,39.18280029296875]",Point,4.5
W233AJ,94.5,FM,WMNR,[],Old Saybrook,US,Connecticut,CT,"[""WMNR"",""94.5"",""W233AJ"",""Old Saybrook"",""FM""]","[-72.39749908447266,41.30970001220703]",Point,2.9
W214CD,90.7,FM,KLOV,[],Wadsworth,US,Ohio,OH,"[""KLOV"",""90.7"",""W214CD"",""Wadsworth"",""FM""]","[-81.72989654541016,41.02560043334961]",Point,2.9
K294CV,106.7,FM,KKJA,[],Powell Butte,US,Oregon,OR,"[""KKJA"",""106.7"",""K294CV"",""Powell Butte"",""FM""]","[-120.97699737548828,44.1974983215332]",Point,1.9
K213DV,90.5,FM,KLOV,[],Pleasant Hill,US,Iowa,IA,"[""KLOV"",""90.5"",""K213DV"",""Pleasant Hill"",""FM""]","[-93.5198974609375,41.583900451660156]",Point,2.9
K207FF,89.3,FM,WLOG,[],Big Spring,US,Texas,TX,"[""WLOG"",""89.3"",""K207FF"",""Big Spring"",""FM""]","[-101.4520034790039,32.218299865722656]",Point,2.2
W216BP,91.1,FM,WCCV,[],Fort Payne,US,Alabama,AL,"[""WCCV"",""91.1"",""W216BP"",""Fort Payne"",""FM""]","[-85.747802734375,34.397499084472656]",Point,1.3
KUMT1,107.9,FM,KUMT,[],Salt Lake City,US,Utah,UT,"[""KUMT"",""107.9"",""KUMT1"",""Salt Lake City"",""FM""]","[-111.88999938964844,40.808101654052734]",Point,4.5
K208EC,89.5,FM,KVIP-FM,"[""KVIP-FM""]",Silver Lake,US,Oregon,OR,"[""KVIP-FM"",""89.5"",""K208EC"",""Silver Lake"",""FM""]","[-120.83000183105469,42.98360061645508]",Point,4.5
K202DH,88.3,FM,KVIP-FM,"[""KVIP-FM""]",Condon,US,Oregon,OR,"[""KVIP-FM"",""88.3"",""K202DH"",""Condon"",""FM""]","[-120.12999725341797,45.24319839477539]",Point,4.5
WBKC,90.9,FM,K-LOVE Radio,"[""K-LOVE Radio""]",Morgantown,US,Indiana,IN,"[""K-LOVE Radio"",""90.9"",""WBKC"",""Morgantown"",""FM""]","[-86.5188980102539,39.3213996887207]",Point,2.9
WABX,107.5,FM,107.5 WABX,[],Evansville,US,Indiana,IN,"[""107.5 WABX"",""107.5"",""WABX"",""Evansville"",""FM""]","[-87.55580139160156,37.97480010986328]",Point,4.5
WNSC,88.9,FM,WJWJ-FM,"[""WJWJ-FM""]",Rock Hill,US,South Carolina,SC,"[""WJWJ-FM"",""88.9"",""WNSC"",""Rock Hill"",""FM""]","[-81.02510070800781,34.92490005493164]",Point,2.6
W263AO,100.5,FM,WCIC,[],Galesburg,US,Illinois,IL,"[""WCIC"",""100.5"",""W263AO"",""Galesburg"",""FM""]","[-90.34420013427734,40.94279861450195]",Point,2.5
K213EU,90.5,FM,KAWZ,[],Fayetteville,US,Arkansas,AR,"[""KAWZ"",""90.5"",""K213EU"",""Fayetteville"",""FM""]","[-94.21890258789062,36.017799377441406]",Point,1.9
K216DS,91.1,FM,KXEI,[],Browning,US,Montana,MT,"[""KXEI"",""91.1"",""K216DS"",""Browning"",""FM""]","[-113.0989990234375,48.70640182495117]",Point,2.6
W229AO,93.7,FM,WDIY,[],Fogelsville,US,Pennsylvania,PA,"[""WDIY"",""93.7"",""W229AO"",""Fogelsville"",""FM""]","[-75.63269805908203,40.58319854736328]",Point,2.4
W205BY,88.9,FM,KAWZ,[],Lexington,US,North Carolina,NC,"[""KAWZ"",""88.9"",""W205BY"",""Lexington"",""FM""]","[-80.40750122070312,35.82279968261719]",Point,1.9
W219CD,91.7,FM,WBEZ,[],Elgin,US,Illinois,IL,"[""WBEZ"",""91.7"",""W219CD"",""Elgin"",""FM""]","[-88.38140106201172,42.01969909667969]",Point,3.9
K243AK,96.5,FM,KSRW,[],Mammoth Lakes,US,California,CA,"[""KSRW"",""96.5"",""K243AK"",""Mammoth Lakes"",""FM""]","[-118.65799713134766,37.712501525878906]",Point,1.7
K210CX,89.9,FM,KHRI,[],Yakima,US,Washington,WA,"[""KHRI"",""89.9"",""K210CX"",""Yakima"",""FM""]","[-120.50599670410156,46.60210037231445]",Point,1.7
K207CW,89.3,FM,KAWZ,[],Paris,US,Arkansas,AR,"[""KAWZ"",""89.3"",""K207CW"",""Paris"",""FM""]","[-93.67720031738281,35.165000915527344]",Point,1.9
K204EQ,88.7,FM,KAWZ,[],Woodward,US,Oklahoma,OK,"[""KAWZ"",""88.7"",""K204EQ"",""Woodward"",""FM""]","[-99.35140228271484,36.41109848022461]",Point,1.9
K225CF,92.9,FM,KCGC,[],Sterling,US,Colorado,CO,"[""KCGC"",""92.9"",""K225CF"",""Sterling"",""FM""]","[-103.12300109863281,40.532501220703125]",Point,0.3
K220IM,91.9,FM,KTLF,[],Brush,US,Colorado,CO,"[""KTLF"",""91.9"",""K220IM"",""Brush"",""FM""]","[-103.8270034790039,40.29079818725586]",Point,2.7
W204BL,88.7,FM,KLOV,[],Gainesville,US,Florida,FL,"[""KLOV"",""88.7"",""W204BL"",""Gainesville"",""FM""]","[-82.30280303955078,29.661699295043945]",Point,2.9
KJCC,89.5,FM,KAWZ,[],Carnegie,US,Oklahoma,OK,"[""KAWZ"",""89.5"",""KJCC"",""Carnegie"",""FM""]","[-98.4738998413086,35.11640167236328]",Point,1.9
W218CM,91.5,FM,KAWZ,[],Glasgow,US,Kentucky,KY,"[""KAWZ"",""91.5"",""W218CM"",""Glasgow"",""FM""]","[-86.002197265625,36.95940017700195]",Point,1.9
W248CH,97.5,FM,KHOJ,[],Belleville,US,Illinois,IL,"[""KHOJ"",""97.5"",""W248CH"",""Belleville"",""FM""]","[-151.50799560546875,59.67190170288086]",Point,2
K220HT,91.9,FM,KAWZ,[],Webster Groves,US,Missouri,MO,"[""KAWZ"",""91.9"",""K220HT"",""Webster Groves"",""FM""]","[-90.20059967041016,38.681400299072266]",Point,1.9
KDUT1,102.3,FM,KDUT,[],Bountiful,US,Utah,UT,"[""KDUT"",""102.3"",""KDUT1"",""Bountiful"",""FM""]","[-111.86799621582031,40.83470153808594]",Point,1.8
KKCR,90.9,FM,KKCR Kaua‘i Community Radio,"[""Kaua‘i Community Radio""]",Hanalei,US,Hawaii,HI,"[""KKCR Kaua‘i Community Radio"",""90.9"",""KKCR"",""Hanalei"",""FM""]","[-159.5030059814453,22.205299377441406]",Point,2.3
K209AF,89.7,FM,KUAT-FM,"[""KUAT-FM""]",Tucson,US,Arizona,AZ,"[""KUAT-FM"",""89.7"",""K209AF"",""Tucson"",""FM""]","[-110.9260025024414,32.22169876098633]",Point,1.8
K215FG,90.9,FM,KXEI,[],Lustre,US,Montana,MT,"[""KXEI"",""90.9"",""K215FG"",""Lustre"",""FM""]","[-105.89399719238281,48.40769958496094]",Point,2.6
K204GA,88.7,FM,KHSU,[],Ferndale,US,California,CA,"[""KHSU"",""88.7"",""K204GA"",""Ferndale"",""FM""]","[-124.28500366210938,40.50080108642578]",Point,4.7
K260BQ,99.9,FM,KHSU-FM,"[""KHSU-FM""]",Willow Creek,US,California,CA,"[""KHSU-FM"",""99.9"",""K260BQ"",""Willow Creek"",""FM""]","[-123.73100280761719,40.874698638916016]",Point,4.7
W267AN,101.3,FM,WBFJ,[],Wilkesboro,US,North Carolina,NC,"[""WBFJ"",""101.3"",""W267AN"",""Wilkesboro"",""FM""]","[-81.22579956054688,36.37670135498047]",Point,1.5
K220GM,91.9,FM,KEAR-FM,"[""KEAR-FM""]",Placitas,US,New Mexico,NM,"[""KEAR-FM"",""91.9"",""K220GM"",""Placitas"",""FM""]","[-106.44999694824219,35.212799072265625]",Point,2.7
W218CQ,91.5,FM,WYFQ-FM,"[""WYFQ-FM""]",Accomac,US,Virginia,VA,"[""WYFQ-FM"",""91.5"",""W218CQ"",""Accomac"",""FM""]","[-75.68360137939453,37.717201232910156]",Point,4.5
K208DQ,89.5,FM,KTLC,[],Almont,US,Colorado,CO,"[""KTLC"",""89.5"",""K208DQ"",""Almont"",""FM""]","[-106.90599822998047,38.524200439453125]",Point,2.7
DW207BY,89.3,FM,KAWZ,[],Danielsville,US,Georgia,GA,"[""KAWZ"",""89.3"",""DW207BY"",""Danielsville"",""FM""]","[-83.1082992553711,34.0718994140625]",Point,1.9
K208DU,89.5,FM,KVIP-FM,"[""KVIP-FM""]",Happy Camp,US,California,CA,"[""KVIP-FM"",""89.5"",""K208DU"",""Happy Camp"",""FM""]","[-123.35299682617188,41.85810089111328]",Point,4.5
W260CB,99.9,FM,WDMK-HD2,"[""WDMK-HD2""]",Detroit,US,Michigan,MI,"[""WDMK-HD2"",""99.9"",""W260CB"",""Detroit"",""FM""]","[-83.16390228271484,42.4536018371582]",Point,2.1
W206BB,89.1,FM,WVHM,[],Madisonville,US,Kentucky,KY,"[""WVHM"",""89.1"",""W206BB"",""Madisonville"",""FM""]","[-87.4563980102539,37.41640090942383]",Point,0.9
K205DT,88.9,FM,KAWZ,[],Indio,US,California,CA,"[""KAWZ"",""88.9"",""K205DT"",""Indio"",""FM""]","[-116.2239990234375,33.801700592041016]",Point,1.9
K217EG,91.3,FM,KWFL,[],Lamar,US,Colorado,CO,"[""KWFL"",""91.3"",""K217EG"",""Lamar"",""FM""]","[-102.5979995727539,38.037200927734375]",Point,3.4
K206CQ,89.1,FM,KJWA,[],Spokane,US,Washington,WA,"[""KJWA"",""89.1"",""K206CQ"",""Spokane"",""FM""]","[-117.2969970703125,47.5786018371582]",Point,0.7
K206EI,89.1,FM,KPHA,[],Williston,US,North Dakota,ND,"[""KPHA"",""89.1"",""K206EI"",""Williston"",""FM""]","[-103.89299774169922,48.141700744628906]",Point,2.8
W207BM,89.3,FM,WJFM,[],Lock Haven,US,Pennsylvania,PA,"[""WJFM"",""89.3"",""W207BM"",""Lock Haven"",""FM""]","[-77.49169921875,41.14609909057617]",Point,1.7
K215DS,90.9,FM,Capital Public Radio,"[""Capital Public Radio""]",Truckee,US,California,CA,"[""Capital Public Radio"",""90.9"",""K215DS"",""Truckee"",""FM""]","[-119.94300079345703,39.323299407958984]",Point,3
K223AM,92.5,FM,KAWZ,[],Wells,US,Nevada,NV,"[""KAWZ"",""92.5"",""K223AM"",""Wells"",""FM""]","[-114.94300079345703,41.197200775146484]",Point,1.9
W295CN,106.9,FM,WSBB,[],Ormond Beach,US,Florida,FL,"[""WSBB"",""106.9"",""W295CN"",""Ormond Beach"",""FM""]","[-80.32029724121094,27.155000686645508]",Point,1.7
W204BT,88.7,FM,WPCS,[],Meridian,US,Mississippi,MS,"[""WPCS"",""88.7"",""W204BT"",""Meridian"",""FM""]","[-88.63279724121094,32.35390090942383]",Point,4.6
KOEZ,104.1,FM,104.1 EZ FM,"[""EZ FM""]",Des Moines,US,Iowa,IA,"[""104.1 EZ FM"",""104.1"",""KOEZ"",""Des Moines"",""FM""]","[-93.60910034179688,41.60049819946289]",Point,2.9
K258DA,99.5,FM,KODA,[],Barrett,US,Texas,TX,"[""KODA"",""99.5"",""K258DA"",""Barrett"",""FM""]","[-94.91439819335938,29.9325008392334]",Point,2
W263AE,100.5,FM,WLLX,[],Lewisburg,US,Tennessee,TN,"[""WLLX"",""100.5"",""W263AE"",""Lewisburg"",""FM""]","[-86.7656021118164,35.38249969482422]",Point,0.3
K280GH,103.9,FM,KNOT,[],Prescott,US,Arizona,AZ,"[""KNOT"",""103.9"",""K280GH"",""Prescott"",""FM""]","[-112.53700256347656,34.48889923095703]",Point,3.1
K211AT,90.1,FM,KRBD,[],Mountain Point,US,Alaska,AK,"[""KRBD"",""90.1"",""K211AT"",""Mountain Point"",""FM""]","[-131.5330047607422,55.29439926147461]",Point,1.5
K240BX,95.9,FM,KNLR,[],Christmas Valley,US,Oregon,OR,"[""KNLR"",""95.9"",""K240BX"",""Christmas Valley"",""FM""]","[-120.88099670410156,43.16529846191406]",Point,1.2
W214AA,90.7,FM,WSQX-FM,"[""WSQX-FM""]",Corning,US,New York,NY,"[""WSQX-FM"",""90.7"",""W214AA"",""Corning"",""FM""]","[-77.05470275878906,42.14289855957031]",Point,1.8
W280DE,103.9,FM,WGNN,[],Champaign,US,Illinois,IL,"[""WGNN"",""103.9"",""W280DE"",""Champaign"",""FM""]","[-88.24579620361328,40.097198486328125]",Point,4.6
W263AQ,100.5,FM,WJKG,[],Effingham,US,Illinois,IL,"[""WJKG"",""100.5"",""W263AQ"",""Effingham"",""FM""]","[-88.56220245361328,39.107200622558594]",Point,1
K285ET,104.9,FM,KGBI-FM,"[""KGBI-FM""]",Kiron,US,Iowa,IA,"[""KGBI-FM"",""104.9"",""K285ET"",""Kiron"",""FM""]","[-95.32779693603516,42.195499420166016]",Point,4.7
K211EY,90.1,FM,KSOS,[],Palmdale,US,California,CA,"[""KSOS"",""90.1"",""K211EY"",""Palmdale"",""FM""]","[-118.13600158691406,34.53559875488281]",Point,4.6
K220JS,91.9,FM,KEFX,[],Ontario,US,Oregon,OR,"[""KEFX"",""91.9"",""K220JS"",""Ontario"",""FM""]","[-116.90599822998047,44.062198638916016]",Point,1.1
K254AR,98.7,FM,KAWZ,[],Truckee,US,California,CA,"[""KAWZ"",""98.7"",""K254AR"",""Truckee"",""FM""]","[-119.94300079345703,39.323299407958984]",Point,1.9
W201CD,88.1,FM,WRFI,[],Ithaca,US,New York,NY,"[""WRFI"",""88.1"",""W201CD"",""Ithaca"",""FM""]","[-76.5374984741211,42.44580078125]",Point,2
W240CU,95.9,FM,WTJY,[],Lexington,US,North Carolina,NC,"[""WTJY"",""95.9"",""W240CU"",""Lexington"",""FM""]","[-80.25330352783203,35.82640075683594]",Point,2.6
K220JR,91.9,FM,KHKV,[],Texarkana,US,Texas,TX,"[""KHKV"",""91.9"",""K220JR"",""Texarkana"",""FM""]","[-94.0886001586914,33.432498931884766]",Point,3
K204DM,88.5,FM,KAWZ,[],Yreka,US,California,CA,"[""KAWZ"",""88.5"",""K204DM"",""Yreka"",""FM""]","[-122.7750015258789,41.73469924926758]",Point,1.9
K264BA,100.7,FM,KWFL,[],Portales,US,New Mexico,NM,"[""KWFL"",""100.7"",""K264BA"",""Portales"",""FM""]","[-103.36900329589844,34.08470153808594]",Point,3.4
W214BR,90.7,FM,WRVO,[],Geneva,US,New York,NY,"[""WRVO"",""90.7"",""W214BR"",""Geneva"",""FM""]","[-76.97769927978516,42.86899948120117]",Point,2.9
